1,120.627,31.33833
2,120.9416,31.72715
3,120.9675,31.54929
4,121.122,31.46522
5,121.1451,31.49749
6,121.1197,31.47075
7,121.0269,31.54804
8,120.9606,31.373
9,120.9991,31.72329
10,120.6445,31.14576
11,121.1628,31.46882
12,121.1038,31.68562
13,121.1995,31.51156
14,121.1379,31.62116
15,121.1365,31.48583
16,120.7581,31.36377
17,120.9953,31.43818
18,120.6301,31.33605
19,120.6389,31.43832
20,120.7632,31.68168
21,121.1095,31.65394
22,120.674,31.26984
23,121.0744,31.56538
24,121.1578,31.47171
25,120.6102,31.33211
26,120.7508,31.28694
27,120.5939,31.35278
28,120.6008,31.28247
29,120.6002,31.28321
30,121.0577,31.35602
31,120.6179,31.35976
32,120.878,31.37919
33,120.5384,31.18943
34,120.7558,31.27373
35,120.5044,31.32117
36,120.6005,31.28291
37,120.6531,31.20588
38,120.6863,31.13658
39,120.6393,31.39252
40,120.625,31.33016
41,120.6699,31.29502
42,120.6085,31.23036
43,120.6833,31.19166
44,120.5218,31.29811
45,120.6575,31.28637
46,120.977,31.3874
47,120.9785,31.44927
48,120.7619,31.68062
49,120.5939,31.35278
50,120.675,31.2694
51,120.9557,31.34929
52,121.0137,31.43821
53,120.6434,31.14542
54,120.9456,31.74884
55,120.9651,31.37286
56,121.1537,31.30593
57,120.5254,31.89358
58,120.6402,31.18106
59,121.0989,31.32208
60,120.6408,31.27059
61,120.521,31.3287
62,121.1028,31.48069
